id,direccion,esquina,colonia,alcaldia,boton,altavoz,tipo_de_poste,estatus_conectividad,latitud,longitud,geopoint
13063,BLVD PICACHO AJUSCO,SINANCHE,LOMAS DE PADIERNA,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.29366,-99.216049,"19.29366,-99.216049"
13064,C. CORREGIDORA,C. CUAUHTEMOC,MIGUEL HIDALGO 1RA. SECC.,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.288797,-99.18433,"19.288797,-99.18433"
13065,C. TEKAL,C. TECOH,PEDREGAL DE SAN NICOLAS 4TA. SECC.,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.282523,-99.233918,"19.282523,-99.233918"
13066,C. TINUM,C. TENOSIQUE,PEDREGAL DE SAN NICOLAS 3RA. SECC.,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.285278,-99.234788,"19.285278,-99.234788"
13067,CARRETERA FEDERAL A CUERNAVACA,ENTRE C. XOCHITLA Y C. BELLAVISTA,SAN ANDRES TOTOLTEPEC,TLALPAN,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.252357,-99.176962,"19.252357,-99.176962"
13068,C. HDA. MAZATEPEC,AVENIDA SAUZALES,RINCONADA COAPA 1RA. SECC.,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.292083,-99.110598,"19.292083,-99.110598"
13069,VIADUCTO TLALPAN,C. REFORMA AGRARIA,VILLA TLALPAN,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.278613,-99.164247,"19.278613,-99.164247"
13070,LAS TORRES,ALHELI,DIAMANTE,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.271843,-99.193323,"19.271843,-99.193323"
13071,CALZADA DE TLALPAN,C. HUIPULCO,TORIELLO GUERRA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.295901,-99.154613,"19.295901,-99.154613"
13072,PRIV. SAN LORENZO,CALLE LA PAZ,SAN LORENZO HUIPULCO,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.298119,-99.149265,"19.298119,-99.149265"
13073,CALZADA DE TLALPAN,C. PEÑA POBRE,TORIELLO GUERRA,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.291766,-99.160053,"19.291766,-99.160053"
13074,CALZADA DE TLALPAN,C. TLALCOLIGIA,EL TRUENITO,TLALPAN,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.27851,-99.16812,"19.27851,-99.16812"
13075,PUENTE DE PIEDRA,CHIMALCOYOTL,TORIELLO GUERRA,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.295089,-99.16315,"19.295089,-99.16315"
13076,EJE 2 OTE. CANAL DE MIRAMONTES,ENTRE CALZADA DE LAS BRUJAS Y CALZADA ACOXPA,VILLA COAPA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.294884,-99.125563,"19.294884,-99.125563"
13077,C. FEDERACION MEX. DE FOOT BALL,ENTRE C. CLUB LAGUNA Y C. SAN JUAN DE DIOS,V. LAZARO CARDENAS,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.296501,-99.138528,"19.296501,-99.138528"
13078,C. BECAL,C. TIZIMIN,HEROES DE PADIERNA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.288796,-99.225427,"19.288796,-99.225427"
13079,C. CONTOY,C. TENOSIQUE,HEROES DE PADIERNA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.286479,-99.22077,"19.286479,-99.22077"
13080,C. IZAMAL,C. HOMUN,HEROES DE PADIERNA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.284805,-99.222462,"19.284805,-99.222462"
13081,C. HOMUN,C. YOBAIN,HEROES DE PADIERNA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.284858,-99.223804,"19.284858,-99.223804"
13082,C. YOBAIN,C. TENOSIQUE,HEROES DE PADIERNA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.28624,-99.223958,"19.28624,-99.223958"
13083,JESUS LECUONA,NARCISO MENDOZA,AMPL. MIGUEL HIDALGO 3a. SECC.,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.281949,-99.207649,"19.281949,-99.207649"
13084,C. LUIS ECHEVERRIA,AV. ADOLFO LOPEZ MATEOS,AMPL. MIGUEL HIDALGO 3A. SECC,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.284862,-99.205226,"19.284862,-99.205226"
13085,C. LUIS ECHEVERRIA A,C. BENITO JUAREZ,AMPL. MIGUEL HIDALGO 3a. SECC.,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.283547,-99.209231,"19.283547,-99.209231"
13086,C. CUITLAHUAC,C. TLECUATE,AMPL. ISIDRO FABELA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.297159,-99.172394,"19.297159,-99.172394"
13087,AYUNTAMIENTO,LA FAMA,BARRIO LA FAMA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.289914,-99.179087,"19.289914,-99.179087"
13088,MATAMOROS,BENITO JUAREZ,AMPL. MIGUEL HIDALGO 2a. SECC.,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.283095,-99.19268,"19.283095,-99.19268"
13089,C. BENITO JUAREZ,C. SAN MARCOS,TLALPAN CENTRO,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.283632,-99.170533,"19.283632,-99.170533"
13090,C. CEDRAL,C. LAZARO CARDENAS,EJIDOS DE SAN PEDRO MARTIR,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.269914,-99.159822,"19.269914,-99.159822"
13091,AVENIDA OJO DE AGUA,C. LA MORA,EX-EJIDOS DE SAN PEDRO MARTIR,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.272937,-99.154896,"19.272937,-99.154896"
13092,CALZADA DEL HUESO,ENTRE HDA. TEXMELUCAN Y HACIENDA TORRECILLAS,VILLA QUIETUD,COYOACAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.299723,-99.10533,"19.299723,-99.10533"
13093,AVENIDA FUENTES BROTANTES,AVENIDA DE LAS FUENTES,U H FUENTES BROTANTES,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.28161,-99.186539,"19.28161,-99.186539"
13094,C. HUEYOTITLA,C. OJO DE AGUA,EJIDOS DE SAN PEDRO MARTIR,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.267793,-99.156518,"19.267793,-99.156518"
13095,C. NORTE 2,C. PONIENTE 1,ISIDRO FABELA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.301973,-99.17535,"19.301973,-99.17535"
13096,PONIENTE 2,NORTE 1,ISIDRO FABELA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.30003,-99.175957,"19.30003,-99.175957"
13097,C. 2 NORTE,C. 2 ORIENTE,ISIDRO FABELA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.301975,-99.173465,"19.301975,-99.173465"
13098,BENITO JUAREZ,ORIENTE 5,AMPL. ISIDRO FABELA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.298561,-99.171615,"19.298561,-99.171615"
13099,MICHOACAN,NIÑO JESUS,LA JOYA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.279208,-99.165627,"19.279208,-99.165627"
13100,PALMA,CDA. XOCHITL,SAN ANDRES TOTOLTEPEC,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.247195,-99.158944,"19.247195,-99.158944"
13101,C. BECAL,C. XITLE,LOMAS ALTAS DE PADIERNA DEL SUR,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.27215,-99.225262,"19.27215,-99.225262"
13102,5 DE MAYO,AVENIDA JUAREZ,PUEBLO MAGDALENA PETLACALCO,TLALPAN,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.233673,-99.180129,"19.233673,-99.180129"
13103,CHABACANO,ENTRE C. RIVERO Y AVENIDA MEXICO AJUSCO,PUEBLO MAGDALENA PETLACALCO,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.233738,-99.178788,"19.233738,-99.178788"
13104,EMILIANO ZAPATA,GUADALAJARA,MIGUEL HIDALGO 1RA. SECC.,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.286734,-99.186593,"19.286734,-99.186593"
13105,C. QUERETARO,C. CORREGIDORA,MIGUEL HIDALGO 1RA. SECC.,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.287187,-99.185289,"19.287187,-99.185289"
13106,C. ALFREDO V. BONFIL,C. JESUS LECUONA,AMPL. MIGUEL HIDALGO 3A. SECC.,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.283291,-99.20373,"19.283291,-99.20373"
13107,EJE 1 ORIENTE CANAL DE MIRAMONTES,C. LA GARITA,NARCISO MENDOZA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.288856,-99.125786,"19.288856,-99.125786"
13108,AVENIDA LA GARITA,AVENIDA DEL RIO,U.H. NARCISO MENDOZA (VILLA COAPA),TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.292132,-99.119279,"19.292132,-99.119279"
13109,AVENIDA TROJE,ANDADOR 10,U.H. NARCISO MENDOZA (VILLA COAPA),TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.289697,-99.124302,"19.289697,-99.124302"
13110,AV TOREON,ENTRE CALZADA ACOXPA Y C. LA GARITA,U.H. NARCISO MENDOZA (SUP. MZ. 4),TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.29053,-99.122837,"19.29053,-99.122837"
13111,CALZADA ACOXPA,AVENIDA LA TEJA,U.H. NARCISO MENDOZA ( SUP. MZ. 6 ),TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.291578,-99.122267,"19.291578,-99.122267"
13112,EJE 2 OTE. CANAL DE MIRAMONTES,34O. AND. DIV. DEL NORTE,U.H. NARCISO MENDOZA (SUP. MZ.3),TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.285729,-99.125299,"19.285729,-99.125299"
13113,ANDADOR 1,C. EL CANTARO,U.H. NARCISO MENDOZA (VILLA COAPA),TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.28974,-99.127224,"19.28974,-99.127224"
13114,AVENIDA EL FAROL,ENTRE EJE 1 ORIENTE CANAL DE MIRAMONTES Y AVENIDA DE LA HACIENDA,U.H. NARCISO MENDOZA (SUP. MZ.3),TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.286833,-99.124091,"19.286833,-99.124091"
13115,AV. GARITA,AV. EL FORTIN,U.H NARCISO MENDOZA,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.289282,-99.12356,"19.289282,-99.12356"
13116,C. RANCHO PIOMO,C. RANCHO CAMICHINES,NUEVA ORIENTAL COAPA,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.298053,-99.12942,"19.298053,-99.12942"
13117,CIRCUITO FUENTE DE LOS MOLINOS,ENTRE C. CAMINO A STA. TERESA Y CIRCUITO FUENTES DEL PEDREGAL,FUENTES DEL PEDREGAL,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.310154,-99.223457,"19.310154,-99.223457"
13118,C. HOCABA,C. KANTUNIL,PEDREGAL DE SAN NICOLAS 4TA. SECC.,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.280993,-99.235676,"19.280993,-99.235676"
13119,KANTUNIL,CONKAL,PEDREGAL DE SAN NICOLAS 4TA. SECC.,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.279692,-99.23556,"19.279692,-99.23556"
13120,AVENIDA UNION,C. YAXKUKUL,POPULAR SANTA TERESA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.299085,-99.221824,"19.299085,-99.221824"
13121,C. MORELOS,C. PALMA,SAN ANDRES TOTOLTEPEC,TLALPAN,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.251784,-99.171052,"19.251784,-99.171052"
13122,C. ARENAL,C. ROMERO DE TERREROS,SAN LORENZO HUIPULCO,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.293566,-99.148176,"19.293566,-99.148176"
13123,MOPANES,IRRITILLAS,PEDREGAL SANTA URSULA XITLA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.273511,-99.179392,"19.273511,-99.179392"
13124,C. CUAUHTEMOC,ENTRE C. CLAVEL NORTE Y 2A. CDA. CUAUHTEMOC,SAN PEDRO MARTIR,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.268872,-99.162743,"19.268872,-99.162743"
13125,C. DEL ROSAL,C. LAUREL,SAN PEDRO MARTIR,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.267051,-99.168128,"19.267051,-99.168128"
13126,AVENIDA INSURGENTES SUR,ACCESO,TLALCOLIGIA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.28046,-99.170711,"19.28046,-99.170711"
13127,AVENIDA SAUZALES,ENTRE CALZADA DEL HUESO Y C. FLORALES,GRANJAS COAPA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.297931,-99.109669,"19.297931,-99.109669"
13128,CEBADALES,ENTRE CALZADA DEL HUESO Y C. FLORALES,GRANJAS COAPA,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.298228,-99.111754,"19.298228,-99.111754"
13129,CALZADA DE LOS TENORIOS,C. CANDELILLAS,TENORIOS INFONAVIT I Y II,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.296894,-99.119111,"19.296894,-99.119111"
13130,CALZADA TENORIOS,ENTRE C. CAÑAVERALES Y C. RINCONADA CANDELILLA,TENORIOS FOVISSSTE,TLALPAN,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.294853,-99.117958,"19.294853,-99.117958"
13131,MARIANO ABASOLO,JOYA,VALLE ESCONDIDO,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.274374,-99.143705,"19.274374,-99.143705"
13132,C. VILLA OLIMPICA,AVENIDA INSURGENTES SUR,MIGUEL HIDALGO,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.297454,-99.185463,"19.297454,-99.185463"
13133,ANTIGUO CAMINO A SAN PEDRO,ACCESO A U. HAB.,VILLA TLALPAN,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.274936,-99.16293,"19.274936,-99.16293"
13134,CAMINO REAL AL ZACATON,CDA. DEL ZACATON,EL ZACATON,TLALPAN,CON BOTON,CON ALTAVOZ,9mIR,WIFI GRATUITO_ACTIVO,19.267889,-99.242709,"19.267889,-99.242709"
13135,CARRETERA PICACHO AJUSCO,ENTRADA A EL PARQUE TEPOZAN,EL ZACATON,TLALPAN,CON BOTON,CON ALTAVOZ,9mIR,WIFI GRATUITO_ACTIVO,19.258096,-99.239964,"19.258096,-99.239964"
13136,CDA. SAN ANDRES,C. JARDIN XITLE,MA. ESTHER ZUNO DE ECHEVERRIA,TLALPAN,CON BOTON,CON ALTAVOZ,9mIR,WIFI GRATUITO_ACTIVO,19.255309,-99.179801,"19.255309,-99.179801"
13137,CALZADA FUENTES BROTANTES,PRIV. FUENTES BROTANTES,BARRIO CAMISETA,TLALPAN,CON BOTON,CON ALTAVOZ,9mIR,WIFI GRATUITO_ACTIVO,19.287548,-99.177457,"19.287548,-99.177457"
13138,CIRCUITO PICACHO AJUSCO,TLAPEXCO,PUEBLO STO. TOMAS,TLALPAN,CON BOTON,CON ALTAVOZ,9mIR,WIFI GRATUITO_ACTIVO,19.217404,-99.223161,"19.217404,-99.223161"
13139,AVENIDA DE LA CRUZ,ENTRE AVENIDA MEXICO Y AVENIDA DEL TRABAJO,MAGDALENA PETLACALCO,TLALPAN,CON BOTON,CON ALTAVOZ,9mIR,WIFI GRATUITO_ACTIVO,19.233815,-99.183345,"19.233815,-99.183345"
13140,CARRETERA MEXICO - CUERNAVACA,CICLOPISTA FERROCARRIL DE CUERNAVACA Y C. LAURELES,PUEBLO PARRES EL GUARDA,TLALPAN,CON BOTON,CON ALTAVOZ,9mIR,WIFI GRATUITO_ACTIVO,19.123385,-99.183889,"19.123385,-99.183889"
13141,C. 16 DE SEPTIEMBRE,ENTRE CAMINO VIEJO A TOPILEJO Y CDA. HUEYATLAN,SAN FRANCISCO TLANEPANTLA,TLALPAN,CON BOTON,CON ALTAVOZ,9mIR,WIFI GRATUITO_ACTIVO,19.200585,-99.129477,"19.200585,-99.129477"
13142,C. F. DE CUERNAVACA,C. FRANCISCO PEÑUÑURI,PUEBLO SAN MIGUEL AJUSCO,TLALPAN,CON BOTON,CON ALTAVOZ,9mIR,WIFI GRATUITO_ACTIVO,19.213591,-99.190468,"19.213591,-99.190468"
13143,C. PROLONGACION MOCTEZUMA (CAMINO AL CERRO),C. TEEQUILO,SAN MIGUEL TOPILEJO,TLALPAN,CON BOTON,CON ALTAVOZ,9mIR,WIFI GRATUITO_ACTIVO,19.205131,-99.14139,"19.205131,-99.14139"
13144,PROL. PTE. TITLA,LOMA ALTA,AMPL. EL SANTUARIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.349452,-99.093803,"19.349452,-99.093803"
13145,CIRCUITO FRUTAS Y LEGUMBRES,ANDEN M,CENTRAL DE ABASTO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.372157,-99.087217,"19.372157,-99.087217"
13146,SUBASTA Y PRODUCTORES,ENTRE EJE 6 SUR TRABAJADORES SOCIALES Y C. FRUTAS Y LEGUMBRES,CENTRAL DE ABASTOS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.372439,-99.084094,"19.372439,-99.084094"
13147,EJE 4 ORIENTE CANAL RIO CHURUBUSCO,TLAPALEROS,EJIDOS DEL MORAL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.383144,-99.09307,"19.383144,-99.09307"
13148,BILBAO,VERIN,CERRO DE LA ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.328665,-99.078845,"19.328665,-99.078845"
13149,C. MUICLE,C. PIÑUELAS,U.H. USCOVI,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.293061,-99.069243,"19.293061,-99.069243"
13150,LAZARO CARDENAS,CHIHUAHUA,IXTLAHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.342156,-98.996458,"19.342156,-98.996458"
13151,RECUERDOS,PIRUL,EL MOLINO TEZONCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.295709,-99.070139,"19.295709,-99.070139"
13152,TECNICOS Y MANUALES,ENTRE AVE. TLAHUAC Y C. CINEMATOGRAFISTAS,LOMAS ESTRELLA 2A SECCION,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.319469,-99.087808,"19.319469,-99.087808"
13153,CALZADA ERMITA IZTAPALAPA,ENTRE EMILIANO ZAPATA Y GRAN CHAPARRAL,LOMAS ZARAGOZA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.358559,-98.998505,"19.358559,-98.998505"
13154,INCORPORACION A EJE 8 SUR CALZ. ERMITA IZTAPALAPA,ENTRE ANILLO PERIFERICO CANAL DE GARAY Y EJE 8 SUR CALZ. ERMITA IZTAPALAPA,LOS ANGELES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.344387,-99.062543,"19.344387,-99.062543"
13155,C. CUAUHTEMOC,C. ATEMPANECATL,AMPL. LOS REYES CULHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.34511,-99.101856,"19.34511,-99.101856"
13156,CIRCUITO RIO MIXTECO,CIRCUITO RIO MIXTECO,C.H. REAL DEL MORAL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.386593,-99.081673,"19.386593,-99.081673"
13157,ZACATLAN,PROL. REFORMA,PUEBLO SAN LORENZO TEZONCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.314716,-99.065749,"19.314716,-99.065749"
13158,ESTRELLITA,PRIMAVERA,SAN MIGUEL TEOTONGO SECC. AVISADERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.337068,-98.989337,"19.337068,-98.989337"
13159,C. LAS PALMAS,AVENIDA JALISCO,PUEBLO STA MA. AZTAHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.348734,-99.022337,"19.348734,-99.022337"
13160,PIRULI,C. 5,2DA. AMPL.  SANTIAGO ACAHUALTEPEC,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.349268,-99.010397,"19.349268,-99.010397"
13161,C. CENTRAL TELEFONICA,C. TELEFONOS,AMPL. SINATEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.364125,-99.129377,"19.364125,-99.129377"
13162,C. JACARANDAS,ENTRE C. CONDOMINIO 25-D Y C. CONDOMINIO 27-A,U.H. SOLIDARIDAD,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.370678,-99.006066,"19.370678,-99.006066"
13163,AVENIDA EXPL. DE ZARAGOZA,PANTALEON GARCIA,EJERCITO DE ORIENTE SECC. III,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.364739,-99.025081,"19.364739,-99.025081"
13164,C. XOCHIPILLI,C. CACAMA,ESTRELLA DEL SUR,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.346999,-99.101019,"19.346999,-99.101019"
13165,C. CUCO SANCHEZ,C. ENRIQUE RAMBAL,AMPL. EMILIANO ZAPATA,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.339543,-98.978759,"19.339543,-98.978759"
13166,C. AYUNTAMIENTO,AVENIDA HIDALGO,BARRIO SAN PABLO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.360027,-99.091638,"19.360027,-99.091638"
13167,C. VILLA DEL MAR,AVENIDA EMILIANO ZAPATA,BARRIO SAN ANTONIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.306219,-99.071514,"19.306219,-99.071514"
13168,BENITO JUAREZ,AVENIDA JOSE MA. MORELOS,BARRIO SAN ANTONIO CULHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.339882,-99.110107,"19.339882,-99.110107"
13169,C. FLOR DE NUBE,C. J. PATRICIO MORLETE RUIZ,EL ROSARIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.304783,-99.067459,"19.304783,-99.067459"
13170,C. IGNACIO ALDAMA,C. PINO SUAREZ,BARRIO SAN LORENZO,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.307232,-99.069183,"19.307232,-99.069183"
13171,C. VILLA DEL MAR,AVENIDA ALDAMA,BARRIO SAN LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.305804,-99.069572,"19.305804,-99.069572"
13172,C. CRISTOBAL COLON,EJE 8 SUR CALZ. ERMITA IZTAPALAPA,BARRIO SAN MIGUEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.351756,-99.076152,"19.351756,-99.076152"
13173,CDA. SAN JUAN,ENTRE AMP. ERMITA IZTAPALAPA Y C. TLAXCANES,RICARDO FLORES MAGON,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.354204,-99.096977,"19.354204,-99.096977"
13174,PINO,CAPULIN,BUENAVISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.32238,-99.029187,"19.32238,-99.029187"
13175,SUR 89,CALZADA ERMITA IZTAPALAPA,CACAMA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.358172,-99.125925,"19.358172,-99.125925"
13176,FRUTAS Y LEGUMBRES,ABARROTES Y VIVERES,AREA FEDERAL CENTRAL DE ABASTOS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.37451,-99.081838,"19.37451,-99.081838"
13177,PERICOS,MORELOS.,EL VERGEL.,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.317602,-99.080972,"19.317602,-99.080972"
